,ticker,cik
3245,hsii,0001066605
1710,hska,0001038133
2835,hson,0001210708
2208,hstm,0001095565
574,hsto,0001383701
4186,hsy,0000047111
2117,ht,0001063344
1239,hta,0001360604
171,htbi,0001538263
5426,htbk,0001053352
471,htbx,0001476963
958,htd,0001260041
4524,htgm,0001169987
1406,hth,0001265131
1704,htht,0001483994
45,htia,0001561032
1893,htld,0000799233
940,htlf,0000920112
3927,hty,0001396502
869,hubb,0000048898
660,hubg,0000940942
5373,hubs,0001404655
2710,hud,0001714368
3762,huge,0001771885
3033,huiz,0001778982
682,hum,0000049071
4655,hun,0001307954
354,hurc,0000315374
5711,hurn,0001289848
868,husa,0001156041
4857,husn,0001687542
5906,huya,0001728190
3596,hvbc,0001594555
3263,hvt,0000216085
120,hwbk,0000893847
5035,hwc,0000750577
5254,hwcc,0001356949
856,hwkn,0000046250
5308,hwm,0000004281
5798,hx,0001702318
4005,hxl,0000717605
4623,hy,0001173514
1323,hyac,0001771908
244,hyb,0000825345
3970,hygo,0001806220
2813,hyi,0001497186
3624,hyln,0001759631
981,hymc,0001718405
4180,hyre,0001713832
1292,hyt,0001222401
5180,hzac,0001817071
1922,hzn,0001637655
4200,hznp,0001492426
4960,hzo,0001057060
3165,iaa,0001745041
1253,iac,0001800227
3728,iaca,0001821018
2608,iae,0001385632
4336,iaf,0000779336
699,iag,0001203464
687,iart,0000917520
4357,iba,0001044896
4412,ibcp,0000039311
2206,ibex,0001720420
215,ibio,0001420720
3942,ibkr,0001381197
3962,ibm,0000051143
5208,ibn,0001103838
2681,iboc,0000315709
4931,ibp,0001580905
4095,ibtx,0001564618
4193,icad,0000749660
2108,icbk,0001470205
1690,iccc,0000811641
1546,icch,0001681903
5638,icd,0001537028
81,ice,0001571949
3779,icfi,0001362004
5312,ichr,0001652535
4501,icl,0000941221
1306,iclk,0001697818
1328,iclr,0001060955
2901,icon,0000857737
4460,icpt,0001270073
4991,icui,0000883984
4815,ida,0001057877
5539,idcc,0001405495
2993,ide,0001417802
3782,idex,0000837852
156,idn,0001040896
5170,idra,0000861838
3394,idt,0001005731
2785,idxg,0001054102
4580,idxx,0000874716
1374,idya,0001676725
3195,iea,0001652362
5691,iec,0000049728
476,iep,0000813762
5605,iesc,0001048268
4948,iex,0000832101
3908,iff,0000051253
3410,ifmk,0001681941
3118,ifn,0000917100
3439,ifrx,0001708688
3790,ifs,0001615903
4653,iga,0001332943
5262,igacu,0001819496
987,igc,0001326205
2951,igd,0001285890
2112,igi,0001462586
4712,igic,0001794338
4596,igms,0001496323
4085,igr,0001268884
1674,igt,0001619762
5549,ih,0001814423
1777,ihc,0000701869
3300,ihd,0001496292
2975,ihg,0000858446
4220,ihit,0001682811
2524,ihrt,0001400891
145,iht,0000082473
3519,iid,0001395627
1623,iif,0000916618
4645,iii,0001371489
3412,iiin,0000764401
2642,iiiv,0001728688
3000,iim,0000885601
637,iin,0000088790
5402,iipr,0001677576
3136,iivi,0000820318
3713,iknx,0001083301
417,ikt,0001750149
5671,ilmn,0001110803
2199,ilpt,0001717307
5811,imab,0001778016
4034,imac,0001729944
3648,imax,0000921582
1923,imbi,0000870826
2176,imgn,0000855654
2470,imh,0001000298
1513,imkta,0000050493
3919,immp,0001506184
4684,immr,0001058811
1806,imnm,0001472012
2285,imo,0000049938
2828,imos,0001123134
1025,imra,0001672619
4809,imrn,0001660046
4680,imte,0001668438
4814,imtx,0001809196
2929,imux,0001280776
40,imv,0001734768
658,imvt,0001764013
3560,imxi,0001683695
2703,inaqu,0001819035
5478,inbk,0001562463
2021,inbx,0001739614
1523,incy,0000879169
4326,indb,0000776901
4418,indo,0001757840
4854,infi,0001113148
1152,infn,0001138639
5947,info,0001598014
1618,infu,0001337013
3663,infy,0001067491
3461,ing,0001039765
516,ingn,0001294133
5141,ingr,0001046257
1226,inmb,0001711754
1349,inmd,0001742692
2165,inn,0001497645
1143,ino,0001055726
253,inod,0000903651
2343,inov,0001619954
1010,inpx,0001529113
2312,ins,0000320340
2326,inse,0001615063
152,insg,0001022652
1090,insi,0000030125
3641,insm,0001104506
524,insp,0001609550
5629,insw,0001679049
3944,int,0000789460
5257,intc,0000050863
2072,intg,0000069422
5290,intt,0001036262
153,intu,0000896878
1385,intz,0000736012
402,inuv,0000829323
4488,inva,0001080014
2603,inve,0001036044
457,invh,0001687229
2209,inzy,0001693011
686,io,0000866609
316,ions,0000874015
5418,ior,0000949961
3876,iosp,0001054905
2403,iova,0001425205
1988,ip,0000051434
1074,ipar,0000822663
5197,ipdn,0001546296
2196,ipg,0000051644
3239,ipgp,0001111928
1157,ipha,0001598599
1741,iphi,0001160958
1720,ipi,0001421461
3070,ipldp,0000052485
4126,ipob,0001801169
1425,ipoc,0001801170
5492,ipv,0001789029
4250,ipwr,0001507957
3327,iq,0001722608
2442,iqi,0000885125
5194,iqv,0001478242
3320,ir,0001699150
1670,irbt,0001159167
5856,ircp,0001128173
5922,irdm,0001418819
2238,iret,0000798359
1800,irix,0001006045
5441,irl,0000858707
3986,irm,0001020569
326,irmd,0001325618
2357,iroq,0001514743
3893,irr,0001372117
2788,irs,0000933267
4673,irt,0001466085
5358,irtc,0001388658
2615,irwd,0001446847
3231,isbc,0001594012
5331,isd,0001534880
743,isdr,0000843006
4462,isee,0001410939
4045,isig,0000875355
2931,isns,0000943034
2010,isr,0000728387
3904,isrg,0001035267
5259,issc,0000836690
1647,istr,0001602658
233,it,0000749251
2511,itacu,0001816696
4981,itcb,0001276671
3838,itci,0001567514
3932,itgr,0001114483
2154,iti,0000350868
1213,itic,0000720858
2514,itmr,0001613170
2250,itos,0001808865
3315,itp,0001358190
2756,itrg,0001722387
4950,itri,0000780571
219,itrm,0001659323
3760,itrn,0001337117
3395,itt,0000216228
1,itub,0001132597
5444,itw,0000049826
388,iva,0001756594
5363,ivac,0001001902
2082,ivc,0000742112
4918,ivh,0001568292
554,ivr,0001437071
3351,ivz,0000914208
3987,ix,0001070304
3274,izea,0001495231
3475,j,0000052988
5164,jack,0000807882
1791,jagx,0001585608
3564,jakk,0001009829
4355,jamf,0001721947
1595,jan,0000862861
5159,jaqcu,0001817868
3892,jax,0001617227
4878,jazz,0001232524
2451,jbgs,0001689796
3308,jbht,0000728535
2868,jbl,0000898293
1573,jblu,0001158463
5766,jbss,0000880117
4143,jbt,0001433660
737,jcap,0001622353
1378,jce,0001385763
472,jci,0000833444
3900,jcicu,0001822312
2035,jco,0001686142
4281,jcom,0001084048
1761,jcs,0000022701
3620,jctcf,0000885307
169,jd,0001549802
3387,jdd,0001255821
5882,je,0001538789
3171,jef,0000096223
1558,jeld,0001674335
4698,jemd,0001708261
4751,jeq,0000866095
4805,jfin,0001743102
933,jfr,0001276533
4949,jfu,0001619544
2883,jg,0001737339
5313,jgh,0001615905
2423,jhaa,0001753217
5572,jhb,0001647933
2960,jhg,0001274173
4108,jhi,0000759828
625,jhs,0000759866
3833,jhx,0001159152
4816,jih,0001787791
5838,jill,0001687932
3958,jjsf,0000785956
3630,jkhy,0000779152
4322,jks,0001481513
884,jll,0001037976
5513,jls,0001472215
1890,jmia,0001756708
4398,jmm,0000838131
3443,jmp,0001302350
1188,jnce,0001640455
4724,jnj,0000200406
5155,jnpr,0001043604
731,job,0000040570
1606,jobs,0001295484
5435,joe,0000745308
4737,jof,0000859796
2213,jout,0000788329
3099,jp,0001616291
5018,jpc,0001216583
3563,jpi,0001547994
30,jpm,0000019617
3539,jps,0001176433
2802,jpt,0001679033
5245,jqc,0001227476
2047,jri,0001539337
140,jrjc,0001297830
2790,jro,0001289213
5515,jrs,0001158289
4973,jrsh,0001696558
5349,jrvr,0001620459
2128,jsd,0001509253
386,jt,0001713923
5374,jta,0001265708
3846,jtd,0001397173
2427,jupw,0001760903
5849,jva,0001007019
1582,jwn,0000072333
320,jws,0001800682
5523,jynt,0001612630
3783,k,0000055067
2746,kai,0000886346
708,kala,0001479419
438,kalu,0000811596
2560,kalv,0001348911
2259,kamn,0000054381
5767,kar,0001395942
2413,kb,0001445930
154,kbal,0000055772
908,kbh,0000795266
5654,kblm,0001690080
1327,kbnt,0001729750
1976,kbr,0001357615
5457,kbsf,0001546383
4065,kc,0001795589
641,kcac,0001811414
906,kdmn,0001557142
1164,kdny,0001435049
5507,kdp,0001418135
3547,ke,0001606757
720,kelya,0000055135
5554,ken,0001611005
1586,kep,0000887225
953,kequ,0000055529
5031,kern,0001755953
2749,kex,0000056047
1933,key,0000091576
4592,keys,0001601046
2078,kf,0000748691
2050,kffb,0001297341
5669,kfrc,0000930420
5941,kfs,0001072627
1318,kfy,0000056679
4308,kgc,0000701818
725,khc,0001637459
4426,kids,0001425450
224,kim,0000879101
3431,kin,0001561743
1279,kins,0000033992
1728,kio,0001515940
2927,kiq,0001161814
5264,kirk,0001056285
570,kkr,0001404912
1639,kl,0001713443
4105,klac,0000319201
2622,kldo,0001751299
1587,klic,0000056978
4058,klr,0001719489
2616,klxe,0001738827
5216,kmb,0000055785
1838,kmda,0001567529
2831,kmf,0001500096
5708,kmi,0001506307
427,kmpr,0000860748
323,kmt,0000055242
5657,kmx,0001170010
4658,kn,0001587523
4210,kndi,0001316517
1409,knl,0001011570
2683,knop,0001564180
232,knsa,0001730430
5265,knsl,0001669162
2034,knx,0001492691
2476,ko,0000021344
1185,kod,0001468748
4630,kodk,0000031235
2224,kof,0000910631
2315,kop,0001315257
5432,kopn,0000771266
4832,kor,0001507964
4770,kos,0001509991
394,koss,0000056701
1382,kpti,0001503802
1384,kr,0000056873
2074,kra,0001321646
2173,krbp,0001792581
3718,krc,0001025996
2807,kref,0001631596
4015,krg,0001286043
3659,krkr,0001779476
4710,krmd,0000704440
4775,krnt,0001625791
5076,krny,0001617242
4729,kro,0001257640
5316,kron,0001741830
2638,kros,0001664710
4531,krp,0001657788
3450,krtx,0001771917
5652,krus,0001772177
1658,krys,0001711279
5311,ksm,0000846596
5677,ksmt,0001814824
1714,kspn,0000795212
241,kss,0000885639
881,ksu,0000054480
3609,kt,0000892450
1732,ktb,0001760965
2800,ktcc,0000719733
5107,ktf,0000839533
996,ktos,0001069258
721,ktov,0001614744
4429,ktra,0001498382
1585,kura,0001422143
1686,kvhi,0001007587
4359,kw,0001408100
3112,kwr,0000081362
2073,kxin,0001713539
3220,kymr,0001815442
4457,kyn,0001293613
2865,kzia,0001075880
4997,kzr,0001645666
3767,l,0000060086
3531,lac,0001440972
237,lacq,0001716947
4593,lad,0001023128
5392,ladr,0001577670
3801,laix,0001742056
3968,lake,0000798081
2626,lamr,0001090425
4557,lanc,0000057515
3704,land,0001495240
4450,lark,0001141688
5750,lasr,0001124796
1991,latn,0001766146
3487,laur,0000912766
5091,laws,0000703604
2168,laz,0001311370
4001,lazy,0001721741
2019,lb,0000701985
231,lbai,0000846901
2556,lbc,0001475348
4294,lbrda,0001611983
5672,lbrt,0001694028
5248,lbtya,0001570585
4496,lc,0001409970
998,lca,0001768012
220,lcap,0001802450
4885,lci,0000057725
911,lcii,0000763744
3261,lcnb,0001074902
1512,lctx,0000876343
298,lcut,0000874396
4037,lcyau,0001822492
5279,ldl,0000060977
341,ldos,0001336920
2542,ldp,0001548717
4149,le,0000799288
2963,lea,0000842162
1718,leaf,0001365038
2410,leco,0000059527
1851,leds,0001333822
2700,lee,0000058361
1127,leg,0000058492
5945,legh,0001436208
3859,legn,0001801198
1201,legou,0001820272
1137,leju,0001596856
2893,len,0000920760
3472,leo,0000818972
716,lesl,0001821806
3711,leu,0001065059
3042,levi,0000094845
2650,levl,0001412707
2985,lfac,0001721386
956,lfc,0001268896
1196,lftru,0001822873
5411,lfus,0000889331
1158,lfvn,0000849146
3418,lgc,0001698113
5097,lghl,0001806524
2436,lgi,0001278211
628,lgih,0001580670
5029,lgl,0000061004
4204,lgnd,0000886163
4741,lgvw,0001804176
2066,lh,0000920148
3468,lhcg,0001303313
3698,lhx,0000202058
4962,li,0001791706
3075,life,0001339970
4399,lii,0001069202
4725,lila,0001712184
5094,lin,0001707925
636,linc,0001286613
1819,lind,0001512499
4746,linx,0001770883
3877,liqt,0001307579
349,litb,0001523836
4807,lite,0001633978
3039,live,0001045742
4028,livk,0001790625
2724,livn,0001639691
3479,livx,0001491419
2364,lizi,0001783407
413,ljpc,0000920465
5877,lkco,0001487839
5810,lkfn,0000721994
4367,lkq,0001065696
977,ll,0001396033
1545,llit,0001474627
3773,llnw,0001391127
4802,lly,0000059478
2012,lmat,0001158895
3824,lmb,0001606163
345,lmfa,0001640384
5562,lmnd,0001691421
1005,lmnl,0001351172
3847,lmnr,0001342423
4748,lmnx,0001033905
2601,lmpx,0001731727
4158,lmrk,0001615346
4567,lmst,0001358356
1387,lmt,0000936468
1698,ln,0001611820
2494,lnc,0000059558
1471,lnd,0001499849
1977,lndc,0001005286
2531,lng,0000003570
3803,lnn,0000836157
5604,lnsr,0001320350
1828,lnt,0000352541
5473,lnth,0001521036
4944,loac,0001743858
1536,loak,0001779020
3095,loan,0001080340
612,lob,0001462120
4111,loco,0001606366
3179,lode,0001120970
258,logc,0001664106
5267,logi,0001032975
2437,loma,0001711375
2677,loop,0001504678
1776,lope,0001434588
3109,lorl,0001006269
2053,lov,0001705338
2424,love,0001701758
3316,low,0000060667
1940,lpcn,0001535955
789,lpg,0001596993
1630,lpi,0001528129
5017,lpl,0001290109
1473,lpla,0001397911
795,lpro,0001806201
2733,lpsn,0001102993
928,lpth,0000889971
5022,lptx,0001509745
2696,lpx,0000060519
3091,lqda,0001330436
5860,lqdt,0001235468
5047,lrcx,0000707549
4262,lrmr,0001374690
96,lrn,0001157408
5719,lsac,0001796129
3353,lsbk,0001341318
2666,lscc,0000855658
2860,lsf,0001650696
4839,lsi,0000944314
2773,lspd,0001823306
1902,lstr,0000853816
5943,ltbr,0001084554
525,ltc,0000887905
3313,lthm,0001742924
4470,ltrn,0001763950
1358,ltrpa,0001606745
3020,ltrx,0001114925
5191,lub,0000016099
1461,lulu,0001397187
3687,lumn,0000018926
527,lumo,0001126234
272,luna,0001239819
4479,lung,0001127537
2144,luv,0000092380
3545,luxau,0001823767
5888,lvs,0001300514
862,lw,0001679273
3302,lway,0000814586
3254,lx,0001708259
262,lxeh,0001814067
4305,lxfr,0001096056
5148,lxp,0000910108
4325,lxrx,0001062822
1223,lxu,0000060714
4765,lyb,0001489393
3278,lyft,0001759509
468,lyg,0001160106
4164,lyl,0001682241
4998,lyra,0001327273
3761,lyts,0000763532
1343,lyv,0001335258
1236,lzb,0000057131
644,m,0000794367
4677,ma,0001141391
1911,maa,0000912595
1229,maacu,0001819263
696,mac,0000912242
3509,mack,0001274792
1767,macuu,0001805795
321,mag,0001230992
2791,mags,0000896494
1209,main,0001396440
5184,man,0000871763
3595,manh,0001056696
481,mant,0000892537
5751,manu,0001549107
4396,mar,0001048286
398,mara,0001507605
67,mark,0001368365
5884,marps,0000062362
738,mas,0000062996
1468,masi,0000937556
948,mat,0000063276
3457,matw,0000063296
4449,matx,0000003453
3058,mav,0001258943
197,max,0001818383
4371,maxn,0001796898
2538,maxr,0001121142
1192,mays,0000054187
5875,mbcn,0000836147
3551,mbi,0000814585
3988,mbii,0001441693
4837,mbin,0001629019
4401,mbio,0001680048
3102,mbot,0000883975
2682,mbrx,0001659617
5451,mbt,0001115837
4451,mbuu,0001590976
3055,mbwm,0001042729
4459,mc,0001596967
3802,mca,0000888410
1515,mcac,0001803914
1273,mcb,0001476034
4032,mcbc,0001053584
3250,mcbs,0001747068
1651,mcc,0001490349
2033,mcd,0000063908
629,mcep,0001527709
5272,mcf,0001071993
4279,mcfe,0001783317
944,mcft,0001638290
589,mchp,0000827054
4601,mchx,0001224133
20,mci,0000275694
5139,mck,0000927653
1849,mcmj,0001785592
4722,mcn,0001289868
3784,mco,0001059556
618,mcr,0000851170
545,mcrb,0001609809
4759,mcri,0000907242
4097,mcs,0000062234
2740,mcy,0000064996
845,md,0000893949
3106,mdb,0001441816
1887,mdc,0000773141
1959,mdca,0000876883
4225,mdgl,0001157601
360,mdgs,0001618500
5897,mdia,0001784254
3160,mdjh,0001741534
4133,mdla,0001540184
2978,mdlq,0001536577
286,mdly,0001611110
5200,mdlz,0001103982
4140,mdna,0001807983
105,mdp,0000065011
3378,mdrr,0001654595
5475,mdrx,0001124804
4332,mdt,0001613103
2227,mdu,0000067716
3649,mdwd,0001593984
1813,mec,0001766368
4337,med,0000910329
4240,medp,0001668397
3111,meds,0001382574
1418,meg,0001643615
2254,mei,0000065270
2566,meip,0001262104
2716,meli,0001099590
988,men,0000844172
1083,meoh,0000886977
1234,merc,0001333274
5496,mesa,0000810332
847,meso,0001345099
3356,met,0001099219
5710,metc,0001687187
4747,metx,0001796514
2653,mfa,0001055160
2240,mfac,0001725872
2930,mfc,0001086888
1364,mfd,0001276469
4974,mfg,0001335730
356,mfgp,0001359711
3897,mfh,0001527762
1389,mfin,0001000209
3866,mfl,0001045126
1950,mfm,0000801961
964,mfnc,0000036506
1530,mft,0000891188
4786,mfv,0000856128
2554,mg,0001436126
2984,mga,0000749098
2801,mgee,0001161728
5476,mgen,0001590750
2417,mgf,0000811922
657,mgi,0001273931
4315,mgic,0000876779
3336,mgln,0000019411
2577,mgm,0000789570
4376,mgni,0001595974
3669,mgnx,0001125345
745,mgp,0001656936
2981,mgpi,0000835011
888,mgrc,0000752714
751,mgta,0001690585
2249,mgtx,0001735438
1348,mgu,0001326390
4497,mgy,0001698990
190,mgyr,0001337068
5568,mhd,0001034665
5589,mhe,0000901824
1598,mhf,0000830487
2044,mhh,0001437226
3322,mhi,0001223026
5920,mhk,0000851968
2500,mhla,0001412100
2811,mhn,0001038186
3124,mho,0000799292
3586,mic,0001289790
2383,mict,0000854800
2447,midd,0000769520
1464,mie,0001564216
374,mik,0001593936
1900,mime,0001644675
1742,min,0000826735
4300,mind,0000926423
1544,mirm,0001759425
5397,mist,0001408443
1251,mitk,0000807863
3447,mito,0001696396
4008,mitt,0001514281
1812,mixt,0001576914
488,miy,0000890393
5060,mkc,0000063754
710,mkd,0001758736
5147,mkgi,0001372183
1290,mkl,0001096343
4828,mksi,0001049502
4514,mktx,0001278021
749,mlab,0000724004
1672,mlac,0001807594
978,mlco,0001381640
4212,mlhr,0000066382
3616,mli,0000089439
3081,mlm,0000916076
5746,mlnd,0001544227
4192,mlp,0000063330
3333,mlr,0000924822
2298,mlss,0000855683
1147,mlvf,0001550603
3035,mmac,0001003201
879,mmc,0000062709
3462,mmd,0001518557
5759,mmi,0001578732
2147,mmlp,0001176334
4836,mmm,0000066740
4054,mmp,0001126975
4672,mms,0001032220
5384,mmsi,0000856982
1919,mmt,0000809173
3732,mmu,0000886043
186,mmx,0001773250
3903,mmyt,0001495153
675,mn,0001524223
397,mncl,0001754170
2850,mndo,0001119083
2169,mnkd,0000899460
338,mnov,0001226616
3951,mnp,0000894351
2786,mnpr,0001645469
2942,mnr,0000067625
4156,mnrl,0001745797
4791,mnro,0000876427
1085,mnsb,0001693577
2037,mnso,0001815846
889,mnst,0000865752
3776,mntx,0001302028
29,mo,0000764180
5101,mobl,0001470099
5656,mod,0000067347
1785,modn,0001118417
3295,mofg,0001412665
486,mogo,0001602842
2847,mogu,0001743971
46,moh,0001179929
305,moho,0001763197
4865,momo,0001610601
2482,mor,0001340243
439,morf,0001679363
1034,morn,0001289419
2245,mos,0001285785
2610,mosy,0000890394
2941,motnu,0001822359
3309,mots,0001686850
5098,mov,0000072573
277,moxc,0001516805
1680,mpa,0000891038
4694,mpaa,0000918251
5296,mpb,0000879635
2106,mpc,0001510295
2687,mpln,0001793229
5084,mplx,0001552000
2235,mpv,0000831655
3253,mpw,0001287865
3571,mpwr,0001280452
1572,mpx,0001129155
5808,mqt,0000887394
877,mqy,0000890196
1113,mr,0001600470
3434,mram,0001438423
2812,mrbk,0001750735
5900,mrc,0001439095
3083,mrcc,0001512931
3396,mrcy,0001049521
383,mreo,0001719714
1616,mrin,0001389002
3832,mrk,0000310158
210,mrkr,0001094038
1116,mrln,0001260968
4223,mrna,0001682852
4471,mrns,0001267813
4629,mro,0000101778
775,mrsn,0001442836
3122,mrtn,0000799167
2992,mrtx,0001576263
5183,mrus,0001651311
3523,mrvl,0001058057
5792,ms,0000895421
2457,msa,0000066570
4068,msb,0000065172
4988,msbi,0001466026
3640,msc,0001713334
1852,msci,0001408198
5547,msd,0000904112
361,msex,0000066004
734,msft,0000789019
4274,msge,0001795250
4561,msgn,0001469372
3126,msgs,0001636519
4911,msi,0000068505
4933,msm,0001003078
2692,msn,0000032621
1043,mson,0000880432
753,msp,0001724570
1701,mstr,0001050446
577,msvb,0001734875
1765,mt,0001243429
810,mta,0001722606
861,mtb,0000036270
5389,mtbc,0001582982
2080,mtc,0001742518
2429,mtch,0000891103
5137,mtcr,0001634379
1980,mtd,0001037646
5188,mtdr,0001520006
882,mtem,0001183765
2780,mtex,0001056358
1676,mtg,0000876437
1337,mth,0000833079
1225,mtl,0001302362
4585,mtls,0001091223
3727,mtn,0000812011
1434,mtnb,0001582554
5307,mtor,0001113256
2745,mtp,0001643918
1856,mtr,0000313364
4290,mtrn,0001104657
5166,mtrx,0000866273
2278,mtsc,0000068709
1281,mtsi,0001493594
2248,mtsl,0001025561
4489,mtt,0001454021
1614,mtw,0000061986
3002,mtx,0000891014
99,mtz,0000015615
1089,mu,0000723125
3168,mua,0000901243
5132,muc,0001051004
5567,mue,0001071899
4768,mufg,0000067088
1465,muh,0001038190
1896,mui,0001232860
2029,muj,0001053988
829,mur,0000717423
2849,mus,0001058234
5124,musa,0001573516
3321,mux,0000314203
5209,mvbf,0001277902
4485,mvc,0001099941
1401,mvf,0000835948
3426,mvis,0000065770
2509,mvnr,0001787356
1547,mvo,0001371782
1257,mvt,0000897269
4320,mwa,0001350593
5809,mwk,0001757715
4917,mx,0001325702
581,mxc,0000066418
357,mxe,0000863900
1503,mxf,0000065433
4829,mxim,0000743316
2882,mxl,0001288469
2207,myc,0000882152
1094,myd,0000879361
2486,mye,0000069488
5620,myf,0000882153
2097,myfw,0001327607
4530,mygn,0000899923
385,myi,0000883412
3210,myj,0000884216
3453,myl,0001623613
1966,myn,0000882150
529,myo,0001369290
4466,myok,0001552451
1637,myos,0001402479
3232,myov,0001679082
2260,myrg,0000700923
3012,mysz,0001211805
2159,myt,0001543268
1654,mza,0000911308
1935,naii,0000787253
1313,nak,0001164771
5302,nakd,0001707919
5925,naov,0001326706
2042,nari,0001531048
4475,nat,0001000177
4347,nath,0000069733
1064,nati,0000935494
4465,natr,0000275053
343,nav,0000808450
2096,navb,0000810509
1402,navi,0001593538
2239,nbac,0001780262
5898,nbb,0001478888
2054,nbev,0001579823
3347,nbh,0001178839
1392,nbhc,0001475841
668,nbix,0000914475
2826,nblx,0001647513
2729,nbn,0000811831
1107,nbo,0001178841
3644,nbr,0001163739
4914,nbrv,0001641640
2856,nbse,0001173281
2698,nbtb,0000790359
1681,nbw,0001178840
380,nby,0001389545
195,nc,0000789933
2340,nca,0000818851
2201,ncb,0001454979
5168,ncbs,0001174850
5301,nclh,0001513761
3966,ncmi,0001377630
322,ncna,0001709626
991,ncno,0001566895
5057,ncr,0000070866
4996,ncsm,0001692427
5497,ncty,0001296774
5280,ndaq,0001120193
1758,ndls,0001275158
3301,ndmo,0001793129
2670,ndp,0001547158
5648,ndra,0001681682
1744,ndsn,0000072331
1907,nea,0001195737
4477,nee,0000753308
3836,nem,0001164727
830,nen,0000746514
601,neo,0001077183
4348,neog,0000711377
3400,neon,0000087050
182,neos,0001467652
1607,nep,0001603145
4100,neph,0001196298
1689,nept,0001401395
477,nerv,0001598646
4894,nes,0001403853
3817,nesr,0001698514
2640,net,0001477333
2661,nete,0001499961
4046,neu,0001282637
1865,nev,0001469392
5829,new,0001726189
4648,newa,0001678022
1142,newr,0001448056
498,newt,0001587987
3701,nex,0001688476
5075,nexa,0001713930
5369,next,0001612720
2926,nfbk,0001493225
495,nfe,0001749723
2986,nfg,0000070145
4691,nfh,0001737422
492,nfin,0001776903
2738,nfj,0001260563
283,nflx,0001065280
1299,ng,0001173420
2339,ngacu,0001819493
1420,ngd,0000800166
5895,ngg,0001004315
549,nghc,0001578735
473,ngl,0001504461
3090,ngm,0001426332
218,ngs,0001084991
5336,ngvc,0001547459
2597,ngvt,0001653477
2678,nh,0001566469
5258,nha,0001655544
3671,nhc,0001047335
3749,nhf,0001356115
1736,nhi,0000877860
1633,nhic,0001805385
1294,nhld,0001023844
76,nhs,0001487610
2867,nhtc,0000912061
3931,ni,0001111711
5712,nice,0001003935
647,nick,0001000045
1648,nie,0001383441
1451,nim,0000890119
4063,nine,0001532286
1432,nio,0001736541
2244,niu,0001744781
5862,njr,0000356309
5724,njv,0001454980
41,nk,0001326110
2565,nke,0000320187
4513,nkla,0001731289
3212,nksh,0000796534
2809,nktr,0000906709
1528,nktx,0001787400
2475,nl,0000072162
504,nlok,0000849399
4641,nls,0001078207
4394,nlsn,0001492633
5596,nltx,0001404644
2319,nly,0001043219
3445,nm,0001333172
5119,nmci,0001707210
1168,nmco,0001774342
5796,nmfc,0001496099
3331,nmi,0000830271
1136,nmih,0001547903
56,nml,0001562051
3092,nmm,0001415921
5015,nmmcu,0001819157
1061,nmr,0001163653
2483,nmrd,0001602078
5111,nmrk,0001690680
1703,nmtr,0001551986
333,nna,0001437260
1999,nnbr,0000918541
2222,nndm,0001643303
566,nni,0001258602
1408,nnn,0000751364
2591,nnox,0001795251
5613,nnvc,0001379006
4843,nny,0000818850
975,noa,0001368519
2069,noacu,0001824888
2736,noah,0001499543
925,noc,0001133421
3583,nodk,0001681206
2017,nog,0001104485
4963,nok,0000924613
5553,nomd,0001651717
1496,nov,0001021860
951,nova,0001772695
3436,novn,0001467154
2684,novs,0001807707
5738,novt,0001076930
1860,now,0001373715
857,np,0001296435
508,npa,0001780312
2110,npk,0000080172
640,npn,0001454978
3312,npo,0001164863
1960,nptn,0001227025
4685,nr,0000071829
1017,nrbo,0001638287
3324,nrc,0000070487
4330,nref,0001786248
5842,nrg,0001013871
5412,nrgx,0001756908
4264,nrim,0001163370
1023,nrix,0001549595
2855,nro,0001261166
3995,nrp,0001171486
943,nrt,0000072633
1834,nruc,0000070502
2631,nrz,0001556593
2350,ns,0001110805
342,nsa,0001618563
5442,nsc,0000702165
1395,nsco,0001709682
4388,nsec,0000865058
2980,nsit,0000932696
2551,nsp,0001000753
2092,nspr,0001433607
1365,nssc,0000069633
2467,nstg,0001401708
5154,nsys,0000722313
1145,ntap,0001002047
5145,ntb,0001653242
3499,ntco,0001776967
4726,ntct,0001078075
4505,ntec,0001638381
1811,ntes,0001110646
4904,ntg,0001490286
3078,ntgr,0001122904
4636,ntic,0000875582
2396,ntip,0001065078
5892,ntla,0001652130
5221,ntn,0000748592
2583,ntnx,0001618732
5609,ntp,0000829365
1961,ntr,0001725964
1120,ntra,0001604821
5253,ntrp,0001513856
5850,ntrs,0000073124
3735,ntst,0001798100
890,ntus,0000878526
3598,ntwk,0001039280
1342,ntz,0000900391
2223,nuan,0001002517
3983,nue,0000073309
92,nuro,0001289850
1200,nus,0001021561
2503,nuv,0000812801
2431,nuva,0001142596
959,nuw,0001450445
3841,nuze,0001527613
2153,nvax,0001000694
1667,nvcn,0001399708
1684,nvcr,0001645113
2415,nvda,0001045810
3816,nvec,0000724910
655,nvee,0001532961
5828,nvfy,0001473334
3887,nvg,0001090116
425,nvgs,0001581804
217,nviv,0001292519
1216,nvmi,0001109345
5270,nvo,0000353278
324,nvr,0000906163
1844,nvro,0001444380
3529,nvs,0001114448
4916,nvst,0001757073
3820,nvt,0001720635
1745,nvta,0001501134
3167,nvus,0001404281
2479,nwbi,0001471265
3289,nwe,0000073088
1775,nwfl,0001013272
719,nwg,0000844150
2832,nwgi,0001080319
